job_id,category,workload_family,gpus,gpu_count_required,gpu_type_required,cpu_required,memory_required_gb,duration,duration_h,power_kw,e_kw,power,earliest_start,latest_start,slot_minutes,runtime_hours_sampled,source_trace_job
synthetic_00029,fine_tuning,fine_tuning,1,1,T4,11.908,46.0,1,0.25,0.07,0.07,7e-05,44,58,15,0.013333,openb-pod-2353
synthetic_00030,preprocessing,preprocessing,1,1,,11.908,46.0,1,0.25,0.25,0.25,0.00025,46,59,15,0.035,openb-pod-7286
synthetic_00031,fine_tuning,fine_tuning,1,1,T4,16.0,64.0,14,3.5,0.07,0.07,7e-05,11,19,15,3.323611,openb-pod-5074
synthetic_00032,preprocessing,preprocessing,1,1,,11.908,46.0,2,0.5,0.07,0.07,7e-05,79,86,15,0.283333,openb-pod-6471
synthetic_00033,preprocessing,preprocessing,1,1,,12.0,15.0,1,0.25,0.35,0.35,0.00035,58,63,15,0.216667,openb-pod-0550
synthetic_00034,fine_tuning,fine_tuning,1,1,T4,11.908,46.0,1,0.25,0.07,0.07,7e-05,89,95,15,0.0125,openb-pod-1156
synthetic_00035,preprocessing,preprocessing,1,1,,11.908,46.0,7,1.75,0.07,0.07,7e-05,75,81,15,1.5175,openb-pod-0483
synthetic_00036,preprocessing,preprocessing,1,1,,16.0,32.0,2,0.5,0.25,0.25,0.00025,47,53,15,0.320278,openb-pod-0034
synthetic_00037,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.15,0.15,0.00015,0,8,15,0.038056,openb-pod-1831
synthetic_00038,preprocessing,preprocessing,1,1,,4.0,29.8017578125,2,0.5,0.07,0.07,7e-05,11,17,15,0.293333,openb-pod-1999
synthetic_00039,fine_tuning,fine_tuning,1,1,G2,11.4,47.0,1,0.25,0.35,0.35,0.00035,6,16,15,0.024167,openb-pod-2895
synthetic_00040,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.15,0.15,0.00015,85,89,15,0.062222,openb-pod-3225
synthetic_00041,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.25,0.25,0.00025,57,69,15,0.002778,openb-pod-7539
synthetic_00042,preprocessing,preprocessing,1,1,,12.0,15.0,16,4.0,0.25,0.25,0.00025,0,11,15,3.818611,openb-pod-5718
synthetic_00043,preprocessing,preprocessing,1,1,,11.4,47.0,1,0.25,0.35,0.35,0.00035,68,77,15,0.193333,openb-pod-3962
synthetic_00044,preprocessing,preprocessing,1,1,,4.0,29.8017578125,5,1.25,0.07,0.07,7e-05,59,73,15,1.076944,openb-pod-6607
synthetic_00045,preprocessing,preprocessing,1,1,,11.908,46.0,15,3.75,0.35,0.35,0.00035,0,8,15,3.551667,openb-pod-5382
synthetic_00046,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.15,0.15,0.00015,31,41,15,0.053056,openb-pod-1112
synthetic_00047,preprocessing,preprocessing,1,1,,11.4,47.0,4,1.0,0.07,0.07,7e-05,56,69,15,0.751389,openb-pod-4354
synthetic_00048,fine_tuning,fine_tuning,1,1,T4,11.908,46.0,2,0.5,0.07,0.07,7e-05,24,32,15,0.295,openb-pod-5051
synthetic_00049,fine_tuning,fine_tuning,1,1,T4,11.4,47.0,1,0.25,0.07,0.07,7e-05,5,18,15,0.0375,openb-pod-2358
synthetic_00050,preprocessing,preprocessing,1,1,,15.2,79.0,5,1.25,0.25,0.25,0.00025,57,64,15,1.064722,openb-pod-4510
