job_id,category,workload_family,gpus,gpu_count_required,gpu_type_required,cpu_required,memory_required_gb,duration,duration_h,power_kw,e_kw,power,earliest_start,latest_start,slot_minutes,runtime_hours_sampled,source_trace_job
synthetic_00029,fine_tuning,fine_tuning,1,1,T4,11.908,46.0,1,0.25,0.07,0.07,7e-05,44,58,15,0.013333,openb-pod-2353
synthetic_00030,preprocessing,preprocessing,1,1,,11.908,46.0,1,0.25,0.25,0.25,0.00025,46,59,15,0.035,openb-pod-7286
synthetic_00031,fine_tuning,fine_tuning,1,1,T4,16.0,64.0,14,3.5,0.07,0.07,7e-05,11,19,15,3.323611,openb-pod-5074
synthetic_00032,preprocessing,preprocessing,1,1,,11.908,46.0,2,0.5,0.07,0.07,7e-05,79,86,15,0.283333,openb-pod-6471
synthetic_00033,preprocessing,preprocessing,1,1,,12.0,15.0,1,0.25,0.35,0.35,0.00035,58,63,15,0.216667,openb-pod-0550
synthetic_00034,fine_tuning,fine_tuning,1,1,T4,11.908,46.0,1,0.25,0.07,0.07,7e-05,89,95,15,0.0125,openb-pod-1156
synthetic_00035,preprocessing,preprocessing,1,1,,11.908,46.0,7,1.75,0.07,0.07,7e-05,75,81,15,1.5175,openb-pod-0483
synthetic_00036,preprocessing,preprocessing,1,1,,16.0,32.0,2,0.5,0.25,0.25,0.00025,47,53,15,0.320278,openb-pod-0034
synthetic_00037,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.15,0.15,0.00015,0,8,15,0.038056,openb-pod-1831
synthetic_00038,preprocessing,preprocessing,1,1,,4.0,29.8017578125,2,0.5,0.07,0.07,7e-05,11,17,15,0.293333,openb-pod-1999
synthetic_00039,fine_tuning,fine_tuning,1,1,G2,11.4,47.0,1,0.25,0.35,0.35,0.00035,6,16,15,0.024167,openb-pod-2895
synthetic_00040,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.15,0.15,0.00015,85,89,15,0.062222,openb-pod-3225
synthetic_00041,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.25,0.25,0.00025,57,69,15,0.002778,openb-pod-7539
synthetic_00042,preprocessing,preprocessing,1,1,,12.0,15.0,16,4.0,0.25,0.25,0.00025,0,11,15,3.818611,openb-pod-5718
synthetic_00043,preprocessing,preprocessing,1,1,,11.4,47.0,1,0.25,0.35,0.35,0.00035,68,77,15,0.193333,openb-pod-3962
synthetic_00044,preprocessing,preprocessing,1,1,,4.0,29.8017578125,5,1.25,0.07,0.07,7e-05,59,73,15,1.076944,openb-pod-6607
synthetic_00045,preprocessing,preprocessing,1,1,,11.908,46.0,15,3.75,0.35,0.35,0.00035,0,8,15,3.551667,openb-pod-5382
synthetic_00046,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.15,0.15,0.00015,31,41,15,0.053056,openb-pod-1112
synthetic_00047,preprocessing,preprocessing,1,1,,11.4,47.0,4,1.0,0.07,0.07,7e-05,56,69,15,0.751389,openb-pod-4354
synthetic_00048,fine_tuning,fine_tuning,1,1,T4,11.908,46.0,2,0.5,0.07,0.07,7e-05,24,32,15,0.295,openb-pod-5051
synthetic_00049,fine_tuning,fine_tuning,1,1,T4,11.4,47.0,1,0.25,0.07,0.07,7e-05,5,18,15,0.0375,openb-pod-2358
synthetic_00050,preprocessing,preprocessing,1,1,,15.2,79.0,5,1.25,0.25,0.25,0.00025,57,64,15,1.064722,openb-pod-4510
synthetic_00051,preprocessing,preprocessing,1,1,,11.4,47.0,2,0.5,0.25,0.25,0.00025,15,19,15,0.31,openb-pod-2465
synthetic_00052,training,training,1,1,V100M16|V100M32,11.4,47.0,2,0.5,0.25,0.25,0.00025,0,9,15,0.434722,openb-pod-4480
synthetic_00053,fine_tuning,fine_tuning,1,1,T4,11.3,48.0,3,0.75,0.07,0.07,7e-05,67,81,15,0.503611,openb-pod-6625
synthetic_00054,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.25,0.25,0.00025,5,17,15,0.069167,openb-pod-5665
synthetic_00055,preprocessing,preprocessing,1,1,,11.4,47.0,1,0.25,0.25,0.25,0.00025,68,74,15,0.02,openb-pod-2810
synthetic_00056,preprocessing,preprocessing,1,1,,11.3,48.0,1,0.25,0.25,0.25,0.00025,8,20,15,0.015556,openb-pod-5643
synthetic_00057,preprocessing,preprocessing,1,1,,11.4,47.0,1,0.25,0.15,0.15,0.00015,67,80,15,0.022778,openb-pod-4573
synthetic_00058,fine_tuning,fine_tuning,1,1,T4,11.908,46.0,2,0.5,0.07,0.07,7e-05,0,12,15,0.433611,openb-pod-2354
synthetic_00059,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.07,0.07,7e-05,55,66,15,0.016667,openb-pod-1679
synthetic_00060,fine_tuning,fine_tuning,1,1,T4,3.152,5.46875,1,0.25,0.07,0.07,7e-05,48,57,15,0.050556,openb-pod-7306
synthetic_00061,fine_tuning,fine_tuning,1,1,T4,11.4,47.0,2,0.5,0.07,0.07,7e-05,81,85,15,0.313611,openb-pod-3055
synthetic_00062,preprocessing,preprocessing,1,1,P100|V100M16|V100M32,11.4,47.0,3,0.75,0.25,0.25,0.00025,33,42,15,0.735556,openb-pod-3680
synthetic_00063,preprocessing,preprocessing,1,1,,11.908,46.0,2,0.5,0.07,0.07,7e-05,13,19,15,0.259444,openb-pod-6271
synthetic_00064,fine_tuning,fine_tuning,1,1,P100,3.152,5.46875,1,0.25,0.25,0.25,0.00025,9,15,15,0.023056,openb-pod-4056
synthetic_00065,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.35,0.35,0.00035,8,18,15,0.003333,openb-pod-7144
synthetic_00066,preprocessing,preprocessing,1,1,,11.3,48.0,1,0.25,0.25,0.25,0.00025,4,19,15,0.246667,openb-pod-6657
synthetic_00067,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.35,0.35,0.00035,44,55,15,0.026389,openb-pod-8073
synthetic_00068,fine_tuning,fine_tuning,1,1,G2,11.3,37.0,12,3.0,0.35,0.35,0.00035,9,22,15,2.875278,openb-pod-0435
synthetic_00069,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.35,0.35,0.00035,25,30,15,0.059444,openb-pod-1070
synthetic_00070,preprocessing,preprocessing,1,1,P100|T4|V100M16|V100M32,11.3,48.0,2,0.5,0.25,0.25,0.00025,36,48,15,0.436944,openb-pod-6291
synthetic_00071,preprocessing,preprocessing,1,1,,11.908,46.0,1,0.25,0.25,0.25,0.00025,78,83,15,0.020833,openb-pod-3716
synthetic_00072,preprocessing,preprocessing,1,1,,8.0,29.8017578125,1,0.25,0.25,0.25,0.00025,41,50,15,0.081667,openb-pod-2971
synthetic_00073,fine_tuning,fine_tuning,1,1,G3,16.0,32.0,2,0.5,0.35,0.35,0.00035,13,27,15,0.300556,openb-pod-1952
synthetic_00074,preprocessing,preprocessing,1,1,,11.3,48.0,1,0.25,0.07,0.07,7e-05,81,89,15,0.151667,openb-pod-5648
synthetic_00075,preprocessing,preprocessing,1,1,P100|T4|V100M16|V100M32,18.708,63.0,12,3.0,0.25,0.25,0.00025,71,78,15,2.7975,openb-pod-3660
synthetic_00076,preprocessing,preprocessing,1,1,,11.908,46.0,2,0.5,0.25,0.25,0.00025,24,40,15,0.3825,openb-pod-4345
synthetic_00077,preprocessing,preprocessing,1,1,P100|V100M16|V100M32,24.2,91.0,1,0.25,0.25,0.25,0.00025,31,41,15,0.175278,openb-pod-6120
synthetic_00078,preprocessing,preprocessing,1,1,,11.908,46.0,1,0.25,0.15,0.15,0.00015,0,11,15,0.136389,openb-pod-7224
synthetic_00079,fine_tuning,fine_tuning,1,1,T4,11.3,48.0,1,0.25,0.07,0.07,7e-05,38,46,15,0.021389,openb-pod-7576
synthetic_00080,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.15,0.15,0.00015,80,89,15,0.101389,openb-pod-7480
synthetic_00081,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.07,0.07,7e-05,1,10,15,0.076667,openb-pod-0338
synthetic_00082,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.15,0.15,0.00015,65,75,15,0.013889,openb-pod-2369
synthetic_00083,preprocessing,preprocessing,1,1,,24.2,91.0,1,0.25,0.25,0.25,0.00025,2,15,15,0.1675,openb-pod-5928
synthetic_00084,fine_tuning,fine_tuning,1,1,T4,3.152,5.46875,1,0.25,0.07,0.07,7e-05,18,26,15,0.047222,openb-pod-1341
synthetic_00085,preprocessing,preprocessing,1,1,,11.3,48.0,1,0.25,0.07,0.07,7e-05,41,49,15,0.085278,openb-pod-7715
synthetic_00086,preprocessing,preprocessing,1,1,,11.908,46.0,7,1.75,0.07,0.07,7e-05,46,57,15,1.5175,openb-pod-0483
synthetic_00087,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.25,0.25,0.00025,34,42,15,0.048056,openb-pod-0264
synthetic_00088,preprocessing,preprocessing,1,1,,3.152,5.46875,1,0.25,0.25,0.25,0.00025,41,57,15,0.0475,openb-pod-4862
synthetic_00089,preprocessing,preprocessing,1,1,,24.2,91.0,2,0.5,0.25,0.25,0.00025,39,49,15,0.401667,openb-pod-6586
synthetic_00090,fine_tuning,fine_tuning,1,1,G2,11.3,48.0,1,0.25,0.35,0.35,0.00035,36,45,15,0.074444,openb-pod-4726
synthetic_00091,preprocessing,preprocessing,1,1,,8.0,29.8017578125,1,0.25,0.35,0.35,0.00035,0,4,15,0.026389,openb-pod-7106
synthetic_00092,fine_tuning,fine_tuning,1,1,G2,11.3,48.0,1,0.25,0.35,0.35,0.00035,44,56,15,0.179722,openb-pod-5877
synthetic_00093,preprocessing,preprocessing,1,1,,14.2,57.0,1,0.25,0.25,0.25,0.00025,7,21,15,0.090278,openb-pod-5321
synthetic_00094,fine_tuning,fine_tuning,1,1,T4,9.81,40.5859375,3,0.75,0.07,0.07,7e-05,47,53,15,0.628056,openb-pod-5854
synthetic_00095,preprocessing,preprocessing,1,1,,8.0,29.8017578125,1,0.25,0.25,0.25,0.00025,21,30,15,0.026944,openb-pod-6009
synthetic_00096,preprocessing,preprocessing,1,1,,8.0,29.8017578125,1,0.25,0.15,0.15,0.00015,15,23,15,0.014167,openb-pod-4855
synthetic_00097,fine_tuning,fine_tuning,1,1,T4,8.0,29.8017578125,1,0.25,0.07,0.07,7e-05,29,40,15,0.027778,openb-pod-2758
synthetic_00098,preprocessing,preprocessing,1,1,,4.0,22.3515625,11,2.75,0.25,0.25,0.00025,13,21,15,2.565278,openb-pod-4434
synthetic_00099,fine_tuning,fine_tuning,1,1,T4,11.3,48.0,1,0.25,0.07,0.07,7e-05,66,72,15,0.213333,openb-pod-4704
synthetic_00100,fine_tuning,fine_tuning,1,1,T4,11.4,47.0,2,0.5,0.07,0.07,7e-05,75,86,15,0.354167,openb-pod-2583
