job_id,assigned_cluster,start_hour,end_hour,start_slot,end_slot,duration,duration_h,power,gpus,gpu_count_required,gpu_type_required,cpu_required,memory_required_gb,slot_minutes
synthetic_00021,cluster_t4,82,84,82,84,2,0.5,7e-05,1,1,T4,14.2,57.0,15
synthetic_00022,cluster_g2,50,51,50,51,1,0.25,0.00035,1,1,G2,11.3,48.0,15
synthetic_00023,cluster_g3,28,29,28,29,1,0.25,0.00035,1,1,,18.708,63.0,15
synthetic_00024,cluster_t4,81,82,81,82,1,0.25,7e-05,1,1,T4,11.4,47.0,15
synthetic_00025,cluster_t4,24,26,24,26,2,0.5,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00026,cluster_p100,88,90,88,90,2,0.5,0.00025,1,1,G2|P100|T4|V100M16|V100M32,4.0,14.900390625,15
synthetic_00027,cluster_v100m32,3,6,3,6,3,0.75,0.00025,1,1,,24.2,91.0,15
synthetic_00028,cluster_g3,23,24,23,24,1,0.25,0.00035,1,1,G3,11.908,46.0,15
synthetic_00029,cluster_t4,52,53,52,53,1,0.25,7e-05,1,1,T4,11.908,46.0,15
synthetic_00030,cluster_v100m16,54,55,54,55,1,0.25,0.00025,1,1,,11.908,46.0,15
synthetic_00031,cluster_t4,14,28,14,28,14,3.5,7e-05,1,1,T4,16.0,64.0,15
synthetic_00032,cluster_t4,84,86,84,86,2,0.5,7e-05,1,1,,11.908,46.0,15
synthetic_00033,cluster_g3,61,62,61,62,1,0.25,0.00035,1,1,,12.0,15.0,15
synthetic_00034,cluster_t4,92,93,92,93,1,0.25,7e-05,1,1,T4,11.908,46.0,15
synthetic_00035,cluster_t4,78,85,78,85,7,1.75,7e-05,1,1,,11.908,46.0,15
synthetic_00036,cluster_p100,49,51,49,51,2,0.5,0.00025,1,1,,16.0,32.0,15
synthetic_00037,cluster_a10,3,4,3,4,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00038,cluster_t4,15,17,15,17,2,0.5,7e-05,1,1,,4.0,29.8017578125,15
synthetic_00039,cluster_g2,8,9,8,9,1,0.25,0.00035,1,1,G2,11.4,47.0,15
synthetic_00040,cluster_a10,87,88,87,88,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00041,cluster_p100,65,66,65,66,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00042,cluster_v100m16,5,21,5,21,16,4.0,0.00025,1,1,,12.0,15.0,15
synthetic_00043,cluster_g2,73,74,73,74,1,0.25,0.00035,1,1,,11.4,47.0,15
synthetic_00044,cluster_t4,66,71,66,71,5,1.25,7e-05,1,1,,4.0,29.8017578125,15
synthetic_00045,cluster_g2,6,21,6,21,15,3.75,0.00035,1,1,,11.908,46.0,15
synthetic_00046,cluster_a10,37,38,37,38,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00047,cluster_t4,62,66,62,66,4,1.0,7e-05,1,1,,11.4,47.0,15
synthetic_00048,cluster_t4,28,30,28,30,2,0.5,7e-05,1,1,T4,11.908,46.0,15
synthetic_00049,cluster_t4,12,13,12,13,1,0.25,7e-05,1,1,T4,11.4,47.0,15
synthetic_00050,cluster_p100,61,66,61,66,5,1.25,0.00025,1,1,,15.2,79.0,15
synthetic_00051,cluster_v100m32,17,19,17,19,2,0.5,0.00025,1,1,,11.4,47.0,15
synthetic_00052,cluster_v100m32,2,4,2,4,2,0.5,0.00025,1,1,V100M16|V100M32,11.4,47.0,15
synthetic_00053,cluster_t4,73,76,73,76,3,0.75,7e-05,1,1,T4,11.3,48.0,15
synthetic_00054,cluster_v100m16,9,10,9,10,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00055,cluster_p100,71,72,71,72,1,0.25,0.00025,1,1,,11.4,47.0,15
synthetic_00056,cluster_v100m32,14,15,14,15,1,0.25,0.00025,1,1,,11.3,48.0,15
synthetic_00057,cluster_a10,75,76,75,76,1,0.25,0.00015,1,1,,11.4,47.0,15
synthetic_00058,cluster_t4,5,7,5,7,2,0.5,7e-05,1,1,T4,11.908,46.0,15
synthetic_00059,cluster_t4,62,63,62,63,1,0.25,7e-05,1,1,,3.152,5.46875,15
synthetic_00060,cluster_t4,50,51,50,51,1,0.25,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00061,cluster_t4,83,85,83,85,2,0.5,7e-05,1,1,T4,11.4,47.0,15
synthetic_00062,cluster_v100m16,40,43,40,43,3,0.75,0.00025,1,1,P100|V100M16|V100M32,11.4,47.0,15
synthetic_00063,cluster_t4,17,19,17,19,2,0.5,7e-05,1,1,,11.908,46.0,15
synthetic_00064,cluster_p100,11,12,11,12,1,0.25,0.00025,1,1,P100,3.152,5.46875,15
synthetic_00065,cluster_g3,16,17,16,17,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00066,cluster_p100,12,13,12,13,1,0.25,0.00025,1,1,,11.3,48.0,15
synthetic_00067,cluster_g2,51,52,51,52,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00068,cluster_g2,17,29,17,29,12,3.0,0.00035,1,1,G2,11.3,37.0,15
synthetic_00069,cluster_g3,28,29,28,29,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00070,cluster_v100m16,41,43,41,43,2,0.5,0.00025,1,1,P100|T4|V100M16|V100M32,11.3,48.0,15
synthetic_00071,cluster_v100m32,80,81,80,81,1,0.25,0.00025,1,1,,11.908,46.0,15
synthetic_00072,cluster_v100m16,48,49,48,49,1,0.25,0.00025,1,1,,8.0,29.8017578125,15
synthetic_00073,cluster_g3,20,22,20,22,2,0.5,0.00035,1,1,G3,16.0,32.0,15
synthetic_00074,cluster_t4,83,84,83,84,1,0.25,7e-05,1,1,,11.3,48.0,15
synthetic_00075,cluster_v100m32,74,86,74,86,12,3.0,0.00025,1,1,P100|T4|V100M16|V100M32,18.708,63.0,15
synthetic_00076,cluster_v100m32,32,34,32,34,2,0.5,0.00025,1,1,,11.908,46.0,15
synthetic_00077,cluster_v100m32,35,36,35,36,1,0.25,0.00025,1,1,P100|V100M16|V100M32,24.2,91.0,15
synthetic_00078,cluster_a10,5,6,5,6,1,0.25,0.00015,1,1,,11.908,46.0,15
synthetic_00079,cluster_t4,43,44,43,44,1,0.25,7e-05,1,1,T4,11.3,48.0,15
synthetic_00080,cluster_a10,83,84,83,84,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00081,cluster_t4,5,6,5,6,1,0.25,7e-05,1,1,,3.152,5.46875,15
synthetic_00082,cluster_a10,69,70,69,70,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00083,cluster_p100,7,8,7,8,1,0.25,0.00025,1,1,,24.2,91.0,15
synthetic_00084,cluster_t4,23,24,23,24,1,0.25,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00085,cluster_t4,46,47,46,47,1,0.25,7e-05,1,1,,11.3,48.0,15
synthetic_00086,cluster_t4,50,57,50,57,7,1.75,7e-05,1,1,,11.908,46.0,15
synthetic_00087,cluster_p100,37,38,37,38,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00088,cluster_v100m32,49,50,49,50,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00089,cluster_v100m16,45,47,45,47,2,0.5,0.00025,1,1,,24.2,91.0,15
synthetic_00090,cluster_g2,38,39,38,39,1,0.25,0.00035,1,1,G2,11.3,48.0,15
synthetic_00091,cluster_g2,1,2,1,2,1,0.25,0.00035,1,1,,8.0,29.8017578125,15
synthetic_00092,cluster_g2,49,50,49,50,1,0.25,0.00035,1,1,G2,11.3,48.0,15
synthetic_00093,cluster_p100,15,16,15,16,1,0.25,0.00025,1,1,,14.2,57.0,15
synthetic_00094,cluster_t4,49,52,49,52,3,0.75,7e-05,1,1,T4,9.81,40.5859375,15
synthetic_00095,cluster_v100m16,23,24,23,24,1,0.25,0.00025,1,1,,8.0,29.8017578125,15
synthetic_00096,cluster_a10,21,22,21,22,1,0.25,0.00015,1,1,,8.0,29.8017578125,15
synthetic_00097,cluster_t4,35,36,35,36,1,0.25,7e-05,1,1,T4,8.0,29.8017578125,15
synthetic_00098,cluster_v100m32,17,28,17,28,11,2.75,0.00025,1,1,,4.0,22.3515625,15
synthetic_00099,cluster_t4,68,69,68,69,1,0.25,7e-05,1,1,T4,11.3,48.0,15
synthetic_00100,cluster_t4,79,81,79,81,2,0.5,7e-05,1,1,T4,11.4,47.0,15
