scenario_id,seed,target_gpu_utilization,cheap_block_pressure,cheap_window_share,restricted_gpu_share,multi_gpu_share,window_min,window_max,cheap_block_start,cheap_block_length,max_jobs,price_contrast,contracted_power_ratio,cpu_per_gpu,memory_gb_per_gpu,cpu_jitter,memory_jitter,power_jitter,num_jobs,job_gpu_slots,global_gpu_slot_utilization,cheap_block_pressure_actual,global_utilization_target_met,cheap_pressure_target_met,restricted_gpu_share_actual,multi_gpu_share_actual,mean_duration_slots,median_window_width_slots,mean_window_width_slots,assignment_density_proxy,status,gurobi_status,classification,build_s,runtime_s,first_solution_s,mip_gap,objective,best_bound,num_vars,num_constraints,assignment_vars,cheap_block_gpu_utilization,renewable_cost,grid_cost,energy_cost,peak_load,peak_grid_import,contracted_power,peak_over_contracted,peak_cost,total_cost,pue,pue_min,pue_max,baseline_energy_mwh,flexible_energy_mwh,it_energy_mwh,total_energy_mwh,renewable_available_mwh,renewable_energy_mwh,renewable_curtailment_mwh,grid_energy_mwh,battery_charge_mwh,battery_discharge_mwh,max_power_utilization,mean_power_utilization,max_gpu_utilization,mean_gpu_utilization,max_cpu_utilization,mean_cpu_utilization,max_memory_utilization,mean_memory_utilization
2,2101,0.6,1.1,0.75,0.5,0.2,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,42,116.0,0.6041666666666666,1.9166666666666667,True,True,0.40476190476190477,0.16666666666666666,2.357142857142857,8.0,7.928571428571429,403.0,solved_or_feasible,optimal,easy_or_medium,0.016479969024658203,0.6369540691375732,0.06590008735656738,0.009740320110563768,0.5025713341291463,0.49767612845633535,975,347,941,0.9833333333333333,0.0928619992303831,0.4097093348987632,0.5025713341291463,0.003193323437192166,0.0018355372014632945,0.0022511999999999996,0.0,0.0,0.5025713341291463,1.2,1.2,1.2,0.0,0.006240069706164695,0.006240069706164695,0.007488083647397634,0.0026532,0.002653199978010946,2.1989054342283747e-11,0.004834883647397634,0.0,0.0,0.9992678272014917,0.5488608886396991,1.0,0.58984375,0.9963161102569772,0.5694223714632032,0.9972199942655959,0.5700003075102038
2,2102,0.6,1.1,0.75,0.5,0.2,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,53,117.0,0.609375,1.95,True,True,0.39622641509433965,0.11320754716981132,1.9622641509433962,9.0,8.226415094339623,496.0,solved_or_feasible,optimal,easy_or_medium,0.03300809860229492,1.9970779418945312,0.0737309455871582,0.009878423587651257,0.5632206157613513,0.5576568839455629,1182,358,1148,0.9833333333333333,0.09286200000000001,0.4703586157613513,0.5632206157613513,0.0031424703987038448,0.0020284506086707408,0.0022511999999999996,0.0,0.0,0.5632206157613513,1.2,1.2,1.2,0.0,0.006667765233642783,0.006667765233642783,0.008001318280371338,0.0026532,0.0026532,2.710505431213761e-19,0.00534811828037134,0.0,0.0,1.0023236657940924,0.6165695560245947,1.0,0.60546875,0.9967221032774953,0.5961863810512069,0.9903228667186227,0.5969070427499866
2,2103,0.6,1.1,0.75,0.5,0.2,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,48,117.0,0.609375,1.9166666666666667,True,True,0.375,0.14583333333333334,2.1458333333333335,7.0,7.520833333333333,420.0,solved_or_feasible,optimal,easy_or_medium,0.016618967056274414,2.8583900928497314,0.09556412696838379,0.009855010121747812,0.5807544927591687,0.5750311513547766,1004,353,970,0.9333333333333333,0.09286200000000004,0.4878924927591687,0.5807544927591687,0.0031661797648389793,0.0022123823912826275,0.0022511999999999996,0.0,0.0,0.5807544927591687,1.2,1.2,1.2,0.0,0.006828747667232425,0.006828747667232425,0.008194497200678908,0.0026532,0.0026532000000000005,2.168404344971009e-19,0.005541297200678908,0.0,0.0,0.9953623335065351,0.6022450933187671,1.0,0.59765625,0.9981235408695318,0.5870390703383481,0.99619680533453,0.5951292907905801
2,2104,0.6,1.1,0.75,0.5,0.2,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,43,118.0,0.6145833333333334,1.8666666666666667,True,True,0.3953488372093023,0.11627906976744186,2.395348837209302,8.0,7.27906976744186,355.0,solved_or_feasible,optimal,easy_or_medium,0.015013933181762695,1.0229542255401611,0.06765413284301758,0.008655483415535762,0.4984998932998834,0.49418513574077993,882,348,848,0.8666666666666667,0.092862,0.4056378932998834,0.4984998932998834,0.003086457208855553,0.001955631052560257,0.0022511999999999996,0.0,0.0,0.4984998932998834,1.2,1.2,1.2,0.0,0.006062087160605882,0.006062087160605882,0.007274504592727058,0.0026532,0.0026531999999999997,5.149960319306146e-19,0.004621304592727058,0.0,0.0,0.9985309155732006,0.5862367347385544,1.0,0.60546875,0.9984807170923462,0.5960177569825703,0.9993599969364472,0.6184493140335156
2,2105,0.6,1.1,0.75,0.5,0.2,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,42,117.0,0.609375,1.9,True,True,0.42857142857142855,0.16666666666666666,2.1904761904761907,8.0,7.690476190476191,394.0,solved_or_feasible,optimal,easy_or_medium,0.014982938766479492,0.3175220489501953,0.05186605453491211,0.00852672223056698,0.5460898744861404,0.5414335178134719,906,347,872,0.8166666666666667,0.092862,0.4532278744861402,0.5460898744861402,0.003032394460202686,0.002047542520551357,0.0022511999999999996,0.0,0.0,0.5460898744861402,1.2,1.2,1.2,0.0,0.006394393935752893,0.006394393935752893,0.007673272722903471,0.0026532,0.0026531999999999997,5.963111948670274e-19,0.0050200727229034675,0.0,0.0,1.0006892139307182,0.5725150570272499,1.0,0.58984375,0.9882484689109561,0.5780194589253562,0.9992287124275937,0.5912732255402795
3,3101,0.6,1.1,0.75,0.5,0.45,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,39,117.0,0.609375,1.95,True,True,0.46153846153846156,0.28205128205128205,2.128205128205128,8.0,8.307692307692308,453.0,solved_or_feasible,optimal,easy_or_medium,0.014167070388793945,0.4714198112487793,0.06786298751831055,0.004084374538735106,0.5161333953980198,0.5140253132992653,789,344,755,0.7833333333333333,0.09286200000000003,0.4232713953980198,0.5161333953980198,0.002936954877803136,0.0018920089516586986,0.0022511999999999996,0.0,0.0,0.5161333953980198,1.2,1.2,1.2,0.0,0.006160015283341445,0.006160015283341445,0.007392018340009733,0.0026532,0.0026532,5.421010862427522e-20,0.004738818340009731,0.0,0.0,0.991149216622375,0.5811713280743596,1.0,0.5859375,0.9992277923701063,0.5802271821166343,0.9785396086205437,0.598152401137148
3,3102,0.6,1.1,0.75,0.5,0.45,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,36,117.0,0.609375,1.9333333333333333,True,True,0.3333333333333333,0.4166666666666667,2.2222222222222223,8.0,7.833333333333333,428.0,solved_or_feasible,optimal,easy_or_medium,0.01306295394897461,0.20608282089233398,0.0575098991394043,0.009059652348499576,0.5114589893637363,0.506825348729586,761,341,727,0.7333333333333333,0.092862,0.4185969893637364,0.5114589893637365,0.002857752775521185,0.0017607589256371172,0.0022511999999999996,0.0,0.0,0.5114589893637365,1.2,1.2,1.2,0.0,0.006049745712784619,0.006049745712784619,0.007259694855341543,0.0026532,0.0026532,2.168404344971009e-19,0.004606494855341542,0.0,0.0,0.9799253858168911,0.5594406826081038,1.0,0.578125,0.9860408960364888,0.5568251206055794,0.999928287800512,0.5889167277923151
3,3103,0.6,1.1,0.75,0.5,0.45,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,38,117.0,0.609375,1.9166666666666667,True,True,0.39473684210526316,0.4473684210526316,2.236842105263158,8.0,8.026315789473685,457.0,solved_or_feasible,optimal,easy_or_medium,0.014317035675048828,0.41808104515075684,0.05545401573181152,0.009423413913800019,0.44140144296435563,0.4372419344651539,732,343,698,0.95,0.09286199999999999,0.34853944296435563,0.44140144296435563,0.0030406327056617852,0.0017180664174841907,0.0022511999999999996,0.0,0.0,0.44140144296435563,1.2,1.2,1.2,0.0,0.005672382965023023,0.005672382965023023,0.006806859558027628,0.0026532,0.0026531999999999997,5.421010862427522e-19,0.004153659558027627,0.0,0.0,0.9958186206756453,0.5561435546433823,1.0,0.6015625,0.9977647181763389,0.6042215567547293,0.9989867326046937,0.5870915906340645
3,3104,0.6,1.1,0.75,0.5,0.45,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,42,116.0,0.6041666666666666,1.9,True,True,0.42857142857142855,0.2619047619047619,2.119047619047619,8.5,8.619047619047619,464.0,solved_or_feasible,optimal,easy_or_medium,0.015252113342285156,0.2718639373779297,0.09352278709411621,0.009626731288036176,0.5906604198028457,0.584974290658925,965,347,931,0.8,0.09286200000000003,0.49779841980284556,0.5906604198028456,0.00284172805557287,0.00194496511792101,0.0022511999999999996,0.0,0.0,0.5906604198028456,1.2,1.2,1.2,0.0,0.006637566175650928,0.006637566175650928,0.007965079410781116,0.0026532,0.0026532,1.0842021724855044e-19,0.005311879410781113,0.0,0.0,0.9888122899390617,0.5900371489944903,1.0,0.5859375,0.9970312000651091,0.5917235599406074,0.9984517444387834,0.5794578691957624
3,3105,0.6,1.1,0.75,0.5,0.45,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,40,117.0,0.609375,1.9,True,True,0.425,0.3,2.125,8.0,8.125,468.0,solved_or_feasible,optimal,easy_or_medium,0.014008045196533203,0.8929381370544434,0.09928679466247559,0.00701959605967483,0.5307426487787226,0.5270170497726541,785,345,751,0.8166666666666667,0.09286200000000003,0.43788064877872257,0.5307426487787226,0.0031419616256185886,0.001952463282694294,0.0022511999999999996,0.0,0.0,0.5307426487787226,1.2,1.2,1.2,0.0,0.006282402009046057,0.006282402009046057,0.007538882410855268,0.0026532,0.0026532,8.131516293641283e-20,0.004885682410855267,0.0,0.0,0.999195742453559,0.6150098425345291,1.0,0.6171875,0.9972176145636084,0.6113935561323214,0.9993619607833572,0.601836386063376
4,4101,0.6,1.5,0.75,0.25,0.2,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,38,117.0,0.609375,1.8833333333333333,True,True,0.3684210526315789,0.18421052631578946,2.526315789473684,8.0,7.7105263157894735,374.0,solved_or_feasible,optimal,easy_or_medium,0.014439105987548828,0.37626194953918457,0.12347292900085449,0.009916752139266101,0.6416909697487627,0.6353274794517589,826,343,792,0.7,0.092862,0.5488289697487626,0.6416909697487626,0.0030067408472238145,0.002134848936747286,0.0022511999999999996,0.0,0.0,0.6416909697487626,1.2,1.2,1.2,0.0,0.007219051204412847,0.007219051204412847,0.008662861445295416,0.0026532,0.0026532,2.710505431213761e-19,0.0060096614452954155,0.0,0.0,0.9874939067138837,0.6464073318140836,1.0,0.609375,0.9993743358509917,0.5994149201708461,0.9950570068828273,0.6025284493650753
4,4102,0.6,1.5,0.75,0.25,0.2,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,41,117.0,0.609375,1.8833333333333333,True,True,0.14634146341463414,0.17073170731707318,2.4634146341463414,8.0,7.780487804878049,403.0,solved_or_feasible,optimal,easy_or_medium,0.017444849014282227,0.9027419090270996,0.1073460578918457,0.008074458032398393,0.5281284448449161,0.5238640938813,1092,346,1058,0.9,0.09286200000000001,0.43526644484491595,0.528128444844916,0.003081463007455698,0.0019386683036243411,0.0022511999999999996,0.0,0.0,0.528128444844916,1.2,1.2,1.2,0.0,0.006396735452885354,0.006396735452885354,0.007676082543462424,0.0026532,0.0026532,5.421010862427522e-20,0.005022882543462418,0.0,0.0,0.9999039558496097,0.5824517778094394,1.0,0.6015625,0.9951474056577643,0.5917436439661774,0.9987913884407099,0.5904351568810011
4,4103,0.6,1.5,0.75,0.25,0.2,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,45,117.0,0.609375,1.95,True,True,0.2,0.15555555555555556,2.088888888888889,9.0,8.377777777777778,463.0,solved_or_feasible,optimal,easy_or_medium,0.018328189849853516,0.8285877704620361,0.08684992790222168,0.009766178291028877,0.550083819512352,0.5447116028559842,1220,350,1186,0.9666666666666667,0.09286200000000001,0.457221819512352,0.5500838195123521,0.003111511271827151,0.0019544146817965665,0.0022511999999999996,0.0,0.0,0.5500838195123521,1.2,1.2,1.2,0.0,0.006565346582917949,0.006565346582917949,0.007878415899501539,0.0026532,0.0026532,5.421010862427522e-20,0.0052252158995015376,0.0,0.0,1.000238286826303,0.5810278579779025,1.0,0.60546875,0.9927118374241155,0.5913832717100529,0.9911363963127688,0.5840073036572446
4,4104,0.6,1.5,0.75,0.25,0.2,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,35,117.0,0.609375,1.95,True,True,0.2571428571428571,0.22857142857142856,2.4857142857142858,8.0,8.0,393.0,solved_or_feasible,optimal,easy_or_medium,0.01395726203918457,0.9181439876556396,0.09836697578430176,0.00969636532423145,0.5453496008624628,0.5400616919030765,799,340,765,0.95,0.092862,0.45248760086246276,0.5453496008624628,0.0031552369303751377,0.0019408614743528587,0.0022511999999999996,0.0,0.0,0.5453496008624628,1.2,1.2,1.2,0.0,0.006566991375285256,0.006566991375285256,0.007880389650342306,0.0026532,0.0026532,2.710505431213761e-19,0.005227189650342306,0.0,0.0,0.999727479412308,0.5907554804129996,1.0,0.5859375,0.9986528863202067,0.5735255620961608,0.999250406744153,0.5868464619051088
4,4105,0.6,1.5,0.75,0.25,0.2,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,43,117.0,0.609375,1.9,True,True,0.20930232558139536,0.20930232558139536,2.2325581395348837,8.0,7.930232558139535,409.0,solved_or_feasible,optimal,easy_or_medium,0.04455709457397461,0.8274199962615967,0.11605119705200195,0.006809275288716003,0.437728143856926,0.4347475324237855,1128,348,1094,0.95,0.09286200000000003,0.34486614385692593,0.43772814385692593,0.0029461969623813646,0.001742473102614242,0.0022511999999999996,0.0,0.0,0.43772814385692593,1.2,1.2,1.2,0.0,0.00560286204450749,0.00560286204450749,0.006723434453408987,0.0026532,0.0026532,1.8973538018496328e-19,0.004070234453408986,0.0,0.0,0.9954115863359236,0.5450273555658371,1.0,0.59765625,0.9933245852083337,0.5959822128040437,0.9983497402759428,0.6039433104791881
5,5101,0.6,1.5,0.75,0.25,0.45,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,41,116.0,0.6041666666666666,1.9333333333333333,True,True,0.24390243902439024,0.2682926829268293,2.1463414634146343,9.0,8.536585365853659,446.0,solved_or_feasible,optimal,easy_or_medium,0.017768144607543945,0.5308289527893066,0.07351398468017578,0.009583965806040687,0.5308388073868562,0.5257512664083411,1111,346,1077,0.8666666666666667,0.092862,0.4379768073868561,0.5308388073868562,0.0030345160952068664,0.0019356403752721252,0.0022511999999999996,0.0,0.0,0.5308388073868562,1.2,1.2,1.2,0.0,0.006333602150331685,0.006333602150331685,0.007600322580398022,0.0026532,0.0026532,3.7947076036992655e-19,0.004947122580398021,0.0,0.0,0.9998373781585651,0.58708822415918,1.0,0.6171875,0.9828654845397302,0.5951358086221592,0.9990302761666873,0.6079541771716492
5,5102,0.6,1.5,0.75,0.25,0.45,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,43,116.0,0.6041666666666666,1.9333333333333333,True,True,0.23255813953488372,0.20930232558139536,2.046511627906977,9.0,8.720930232558139,470.0,solved_or_feasible,optimal,easy_or_medium,0.017565011978149414,0.5338449478149414,0.09875297546386719,0.009874220573633581,0.6430797269122192,0.6367298158422559,1185,348,1151,0.6666666666666666,0.09286200000000003,0.550217726912219,0.643079726912219,0.0029996497806286902,0.0021472106179198395,0.0022511999999999996,0.0,0.0,0.643079726912219,1.2,1.2,1.2,0.0,0.007084724785740027,0.007084724785740027,0.00850166974288803,0.0026532,0.0026532,1.3552527156068805e-19,0.005848469742888031,0.0,0.0,0.9964148459611465,0.6321699525203417,1.0,0.59765625,0.979599352265448,0.5899297445179243,0.9992324010368403,0.6188265392015636
5,5103,0.6,1.5,0.75,0.25,0.45,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,42,117.0,0.609375,1.95,True,True,0.19047619047619047,0.2857142857142857,2.0714285714285716,8.5,8.261904761904763,459.0,solved_or_feasible,optimal,easy_or_medium,0.017543792724609375,0.5557539463043213,0.08058714866638184,0.009041461873633534,0.4275553989681806,0.42368967312954364,1091,347,1057,0.8833333333333333,0.092862,0.3346933989681807,0.4275553989681807,0.003099471974624218,0.0019389881823595146,0.0022511999999999996,0.0,0.0,0.4275553989681807,1.2,1.2,1.2,0.0,0.005567381366297805,0.005567381366297805,0.006680857639557366,0.0026532,0.0026532,1.6263032587282567e-19,0.00402765763955736,0.0,0.0,1.0006967732571157,0.4952510148336244,1.0,0.5859375,0.9812257137522691,0.5717455163084326,0.987861112450969,0.5739414539416388
5,5104,0.6,1.5,0.75,0.25,0.45,4,10,5,5,60,1.5,0.7,8.0,48.0,0.2,0.2,0.1,45,116.0,0.6041666666666666,1.9166666666666667,True,True,0.1111111111111111,0.2222222222222222,2.0444444444444443,8.0,8.533333333333333,506.0,solved_or_feasible,optimal,easy_or_medium,0.01971292495727539,1.1050670146942139,0.09924101829528809,0.008452385258456442,0.4860411721353731,0.4819329648970132,1311,350,1277,0.9666666666666667,0.092862,0.3931791721353731,0.4860411721353731,0.0031548832889088463,0.0018392733277237266,0.0022511999999999996,0.0,0.0,0.4860411721353731,1.2,1.2,1.2,0.0,0.006097683073942783,0.006097683073942783,0.007317219688731341,0.0026532,0.0026532,4.336808689942018e-19,0.0046640196887313395,0.0,0.0,0.997533943968835,0.562903222494695,1.0,0.58984375,0.9936032820109028,0.6080864607300047,0.9861200212197515,0.5821633386863507
