job_id,assigned_cluster,start_hour,end_hour,start_slot,end_slot,duration,duration_h,power,gpus,gpu_count_required,gpu_type_required,cpu_required,memory_required_gb,slot_minutes
synthetic_00021,cluster_t4,82,84,82,84,2,0.5,7e-05,1,1,T4,14.2,57.0,15
synthetic_00022,cluster_g2,50,51,50,51,1,0.25,0.00035,1,1,G2,11.3,48.0,15
synthetic_00023,cluster_g3,28,29,28,29,1,0.25,0.00035,1,1,,18.708,63.0,15
synthetic_00024,cluster_t4,81,82,81,82,1,0.25,7e-05,1,1,T4,11.4,47.0,15
synthetic_00025,cluster_t4,24,26,24,26,2,0.5,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00026,cluster_p100,88,90,88,90,2,0.5,0.00025,1,1,G2|P100|T4|V100M16|V100M32,4.0,14.900390625,15
synthetic_00027,cluster_v100m32,3,6,3,6,3,0.75,0.00025,1,1,,24.2,91.0,15
synthetic_00028,cluster_g3,23,24,23,24,1,0.25,0.00035,1,1,G3,11.908,46.0,15
synthetic_00029,cluster_t4,52,53,52,53,1,0.25,7e-05,1,1,T4,11.908,46.0,15
synthetic_00030,cluster_v100m16,54,55,54,55,1,0.25,0.00025,1,1,,11.908,46.0,15
synthetic_00031,cluster_t4,14,28,14,28,14,3.5,7e-05,1,1,T4,16.0,64.0,15
synthetic_00032,cluster_t4,84,86,84,86,2,0.5,7e-05,1,1,,11.908,46.0,15
synthetic_00033,cluster_g3,61,62,61,62,1,0.25,0.00035,1,1,,12.0,15.0,15
synthetic_00034,cluster_t4,92,93,92,93,1,0.25,7e-05,1,1,T4,11.908,46.0,15
synthetic_00035,cluster_t4,78,85,78,85,7,1.75,7e-05,1,1,,11.908,46.0,15
synthetic_00036,cluster_p100,49,51,49,51,2,0.5,0.00025,1,1,,16.0,32.0,15
synthetic_00037,cluster_a10,3,4,3,4,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00038,cluster_t4,15,17,15,17,2,0.5,7e-05,1,1,,4.0,29.8017578125,15
synthetic_00039,cluster_g2,8,9,8,9,1,0.25,0.00035,1,1,G2,11.4,47.0,15
synthetic_00040,cluster_a10,87,88,87,88,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00041,cluster_p100,65,66,65,66,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00042,cluster_v100m16,5,21,5,21,16,4.0,0.00025,1,1,,12.0,15.0,15
synthetic_00043,cluster_g2,73,74,73,74,1,0.25,0.00035,1,1,,11.4,47.0,15
synthetic_00044,cluster_t4,66,71,66,71,5,1.25,7e-05,1,1,,4.0,29.8017578125,15
synthetic_00045,cluster_g2,6,21,6,21,15,3.75,0.00035,1,1,,11.908,46.0,15
synthetic_00046,cluster_a10,37,38,37,38,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00047,cluster_t4,62,66,62,66,4,1.0,7e-05,1,1,,11.4,47.0,15
synthetic_00048,cluster_t4,28,30,28,30,2,0.5,7e-05,1,1,T4,11.908,46.0,15
synthetic_00049,cluster_t4,12,13,12,13,1,0.25,7e-05,1,1,T4,11.4,47.0,15
synthetic_00050,cluster_p100,61,66,61,66,5,1.25,0.00025,1,1,,15.2,79.0,15
synthetic_00051,cluster_v100m32,17,19,17,19,2,0.5,0.00025,1,1,,11.4,47.0,15
synthetic_00052,cluster_v100m32,2,4,2,4,2,0.5,0.00025,1,1,V100M16|V100M32,11.4,47.0,15
synthetic_00053,cluster_t4,73,76,73,76,3,0.75,7e-05,1,1,T4,11.3,48.0,15
synthetic_00054,cluster_v100m16,9,10,9,10,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00055,cluster_p100,71,72,71,72,1,0.25,0.00025,1,1,,11.4,47.0,15
synthetic_00056,cluster_v100m32,14,15,14,15,1,0.25,0.00025,1,1,,11.3,48.0,15
synthetic_00057,cluster_a10,75,76,75,76,1,0.25,0.00015,1,1,,11.4,47.0,15
synthetic_00058,cluster_t4,5,7,5,7,2,0.5,7e-05,1,1,T4,11.908,46.0,15
synthetic_00059,cluster_t4,62,63,62,63,1,0.25,7e-05,1,1,,3.152,5.46875,15
synthetic_00060,cluster_t4,50,51,50,51,1,0.25,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00061,cluster_t4,83,85,83,85,2,0.5,7e-05,1,1,T4,11.4,47.0,15
synthetic_00062,cluster_v100m16,40,43,40,43,3,0.75,0.00025,1,1,P100|V100M16|V100M32,11.4,47.0,15
synthetic_00063,cluster_t4,17,19,17,19,2,0.5,7e-05,1,1,,11.908,46.0,15
synthetic_00064,cluster_p100,11,12,11,12,1,0.25,0.00025,1,1,P100,3.152,5.46875,15
synthetic_00065,cluster_g3,16,17,16,17,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00066,cluster_p100,12,13,12,13,1,0.25,0.00025,1,1,,11.3,48.0,15
synthetic_00067,cluster_g2,51,52,51,52,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00068,cluster_g2,17,29,17,29,12,3.0,0.00035,1,1,G2,11.3,37.0,15
synthetic_00069,cluster_g3,28,29,28,29,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00070,cluster_v100m16,41,43,41,43,2,0.5,0.00025,1,1,P100|T4|V100M16|V100M32,11.3,48.0,15
synthetic_00071,cluster_v100m32,80,81,80,81,1,0.25,0.00025,1,1,,11.908,46.0,15
synthetic_00072,cluster_v100m16,48,49,48,49,1,0.25,0.00025,1,1,,8.0,29.8017578125,15
synthetic_00073,cluster_g3,20,22,20,22,2,0.5,0.00035,1,1,G3,16.0,32.0,15
synthetic_00074,cluster_t4,83,84,83,84,1,0.25,7e-05,1,1,,11.3,48.0,15
synthetic_00075,cluster_v100m32,74,86,74,86,12,3.0,0.00025,1,1,P100|T4|V100M16|V100M32,18.708,63.0,15
synthetic_00076,cluster_v100m32,32,34,32,34,2,0.5,0.00025,1,1,,11.908,46.0,15
synthetic_00077,cluster_v100m32,35,36,35,36,1,0.25,0.00025,1,1,P100|V100M16|V100M32,24.2,91.0,15
synthetic_00078,cluster_a10,5,6,5,6,1,0.25,0.00015,1,1,,11.908,46.0,15
synthetic_00079,cluster_t4,43,44,43,44,1,0.25,7e-05,1,1,T4,11.3,48.0,15
synthetic_00080,cluster_a10,83,84,83,84,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00081,cluster_t4,5,6,5,6,1,0.25,7e-05,1,1,,3.152,5.46875,15
synthetic_00082,cluster_a10,69,70,69,70,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00083,cluster_p100,7,8,7,8,1,0.25,0.00025,1,1,,24.2,91.0,15
synthetic_00084,cluster_t4,23,24,23,24,1,0.25,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00085,cluster_t4,46,47,46,47,1,0.25,7e-05,1,1,,11.3,48.0,15
synthetic_00086,cluster_t4,50,57,50,57,7,1.75,7e-05,1,1,,11.908,46.0,15
synthetic_00087,cluster_p100,37,38,37,38,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00088,cluster_v100m32,49,50,49,50,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00089,cluster_v100m16,45,47,45,47,2,0.5,0.00025,1,1,,24.2,91.0,15
synthetic_00090,cluster_g2,38,39,38,39,1,0.25,0.00035,1,1,G2,11.3,48.0,15
synthetic_00091,cluster_g2,1,2,1,2,1,0.25,0.00035,1,1,,8.0,29.8017578125,15
synthetic_00092,cluster_g2,49,50,49,50,1,0.25,0.00035,1,1,G2,11.3,48.0,15
synthetic_00093,cluster_p100,15,16,15,16,1,0.25,0.00025,1,1,,14.2,57.0,15
synthetic_00094,cluster_t4,49,52,49,52,3,0.75,7e-05,1,1,T4,9.81,40.5859375,15
synthetic_00095,cluster_v100m16,23,24,23,24,1,0.25,0.00025,1,1,,8.0,29.8017578125,15
synthetic_00096,cluster_a10,21,22,21,22,1,0.25,0.00015,1,1,,8.0,29.8017578125,15
synthetic_00097,cluster_t4,35,36,35,36,1,0.25,7e-05,1,1,T4,8.0,29.8017578125,15
synthetic_00098,cluster_v100m32,17,28,17,28,11,2.75,0.00025,1,1,,4.0,22.3515625,15
synthetic_00099,cluster_t4,68,69,68,69,1,0.25,7e-05,1,1,T4,11.3,48.0,15
synthetic_00100,cluster_t4,79,81,79,81,2,0.5,7e-05,1,1,T4,11.4,47.0,15
synthetic_00101,cluster_t4,33,40,33,40,7,1.75,7e-05,1,1,T4,4.0,22.3515625,15
synthetic_00102,cluster_v100m16,34,35,34,35,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00103,cluster_g2,12,13,12,13,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00104,cluster_g2,78,79,78,79,1,0.25,0.00035,1,1,,11.3,48.0,15
synthetic_00105,cluster_a10,93,94,93,94,1,0.25,0.00015,1,1,,9.81,40.5859375,15
synthetic_00106,cluster_a10,42,43,42,43,1,0.25,0.00015,1,1,,12.0,16.0,15
synthetic_00107,cluster_a10,18,21,18,21,3,0.75,0.00015,1,1,,11.908,46.0,15
synthetic_00108,cluster_g3,34,35,34,35,1,0.25,0.00035,1,1,G3,12.0,24.0,15
synthetic_00109,cluster_a10,28,29,28,29,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00110,cluster_a10,55,56,55,56,1,0.25,0.00015,1,1,,4.0,22.3515625,15
synthetic_00111,cluster_v100m32,11,12,11,12,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00112,cluster_g2,28,33,28,33,5,1.25,0.00035,1,1,G2,8.2,33.0,15
synthetic_00113,cluster_g3,60,61,60,61,1,0.25,0.00035,1,1,,11.3,48.0,15
synthetic_00114,cluster_t4,17,18,17,18,1,0.25,7e-05,1,1,T4,4.0,29.8017578125,15
synthetic_00115,cluster_t4,23,24,23,24,1,0.25,7e-05,1,1,T4,18.708,63.0,15
synthetic_00116,cluster_v100m16,28,29,28,29,1,0.25,0.00025,1,1,,11.908,46.0,15
synthetic_00117,cluster_v100m16,54,64,54,64,10,2.5,0.00025,1,1,,4.0,14.900390625,15
synthetic_00118,cluster_g2,9,10,9,10,1,0.25,0.00035,1,1,G2,3.152,5.46875,15
synthetic_00119,cluster_t4,3,4,3,4,1,0.25,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00120,cluster_g2,80,84,80,84,4,1.0,0.00035,1,1,G2,16.0,32.0,15
synthetic_00121,cluster_a10,64,66,64,66,2,0.5,0.00015,1,1,,4.0,14.900390625,15
synthetic_00122,cluster_t4,32,33,32,33,1,0.25,7e-05,1,1,,3.152,5.46875,15
synthetic_00123,cluster_v100m32,81,82,81,82,1,0.25,0.00025,1,1,,11.3,48.0,15
synthetic_00124,cluster_v100m32,63,64,63,64,1,0.25,0.00025,1,1,,15.2,79.0,15
synthetic_00125,cluster_p100,40,48,40,48,8,2.0,0.00025,1,1,,11.4,47.0,15
synthetic_00126,cluster_t4,83,85,83,85,2,0.5,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00127,cluster_t4,21,22,21,22,1,0.25,7e-05,1,1,,1.0,2.0,15
synthetic_00128,cluster_t4,25,26,25,26,1,0.25,7e-05,1,1,T4,4.0,14.900390625,15
synthetic_00129,cluster_v100m32,30,32,30,32,2,0.5,0.00025,1,1,,3.152,5.46875,15
synthetic_00130,cluster_p100,86,88,86,88,2,0.5,0.00025,1,1,,12.0,32.0,15
synthetic_00131,cluster_t4,81,96,81,96,15,3.75,7e-05,1,1,T4,11.4,47.0,15
synthetic_00132,cluster_v100m32,24,25,24,25,1,0.25,0.00025,1,1,,11.4,47.0,15
synthetic_00133,cluster_t4,29,31,29,31,2,0.5,7e-05,1,1,T4,11.4,47.0,15
synthetic_00134,cluster_v100m32,61,62,61,62,1,0.25,0.00025,1,1,,15.7,57.0,15
synthetic_00135,cluster_t4,68,70,68,70,2,0.5,7e-05,1,1,T4,8.2,33.0,15
synthetic_00136,cluster_p100,43,44,43,44,1,0.25,0.00025,1,1,,11.3,48.0,15
synthetic_00137,cluster_a10,10,12,10,12,2,0.5,0.00015,1,1,,6.0,6.0,15
synthetic_00138,cluster_p100,79,80,79,80,1,0.25,0.00025,1,1,P100,11.908,46.0,15
synthetic_00139,cluster_v100m16,86,87,86,87,1,0.25,0.00025,1,1,,11.4,76.0,15
synthetic_00140,cluster_g2,4,5,4,5,1,0.25,0.00035,1,1,,11.4,47.0,15
synthetic_00141,cluster_a10,14,17,14,17,3,0.75,0.00015,1,1,,11.4,47.0,15
synthetic_00142,cluster_g3,68,72,68,72,4,1.0,0.00035,1,1,,16.0,32.0,15
synthetic_00143,cluster_t4,36,46,36,46,10,2.5,7e-05,1,1,T4,14.2,57.0,15
synthetic_00144,cluster_p100,9,12,9,12,3,0.75,0.00025,1,1,,9.81,40.5859375,15
synthetic_00145,cluster_g3,49,50,49,50,1,0.25,0.00035,1,1,,11.908,46.0,15
synthetic_00146,cluster_t4,31,32,31,32,1,0.25,7e-05,1,1,,12.0,16.0,15
synthetic_00147,cluster_a10,46,60,46,60,14,3.5,0.00015,1,1,,9.81,40.5859375,15
synthetic_00148,cluster_t4,19,20,19,20,1,0.25,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00149,cluster_v100m32,88,89,88,89,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00150,cluster_t4,54,59,54,59,5,1.25,7e-05,1,1,,4.0,24.0,15
synthetic_00151,cluster_t4,2,4,2,4,2,0.5,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00152,cluster_g3,84,88,84,88,4,1.0,0.00035,1,1,,11.908,46.0,15
synthetic_00153,cluster_t4,86,87,86,87,1,0.25,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00154,cluster_p100,87,88,87,88,1,0.25,0.00025,1,1,,4.152,10.3515625,15
synthetic_00155,cluster_p100,66,67,66,67,1,0.25,0.00025,1,1,,18.708,63.0,15
synthetic_00156,cluster_t4,90,92,90,92,2,0.5,7e-05,1,1,,11.3,48.0,15
synthetic_00157,cluster_g2,49,50,49,50,1,0.25,0.00035,1,1,,11.3,48.0,15
synthetic_00158,cluster_v100m32,25,36,25,36,11,2.75,0.00025,1,1,,4.0,22.3515625,15
synthetic_00159,cluster_a10,59,60,59,60,1,0.25,0.00015,1,1,,11.4,47.0,15
synthetic_00160,cluster_t4,83,84,83,84,1,0.25,7e-05,1,1,,3.152,5.46875,15
synthetic_00161,cluster_t4,52,53,52,53,1,0.25,7e-05,1,1,,3.152,5.46875,15
synthetic_00162,cluster_g3,50,54,50,54,4,1.0,0.00035,1,1,,12.0,24.0,15
synthetic_00163,cluster_t4,75,77,75,77,2,0.5,7e-05,1,1,T4,9.81,40.5859375,15
synthetic_00164,cluster_v100m32,84,85,84,85,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00165,cluster_t4,33,34,33,34,1,0.25,7e-05,1,1,T4,11.3,48.0,15
synthetic_00166,cluster_g2,64,66,64,66,2,0.5,0.00035,1,1,,3.152,5.46875,15
synthetic_00167,cluster_t4,34,36,34,36,2,0.5,7e-05,1,1,T4,11.3,48.0,15
synthetic_00168,cluster_v100m32,17,18,17,18,1,0.25,0.00025,1,1,,8.0,29.8017578125,15
synthetic_00169,cluster_v100m32,64,69,64,69,5,1.25,0.00025,1,1,V100M16|V100M32,4.0,24.0,15
synthetic_00170,cluster_t4,59,60,59,60,1,0.25,7e-05,1,1,T4,11.908,46.0,15
synthetic_00171,cluster_g2,68,69,68,69,1,0.25,0.00035,1,1,G2,4.0,24.0,15
synthetic_00172,cluster_v100m32,3,4,3,4,1,0.25,0.00025,1,1,,12.0,16.0,15
synthetic_00173,cluster_v100m32,81,82,81,82,1,0.25,0.00025,1,1,V100M16|V100M32,18.708,63.0,15
synthetic_00174,cluster_a10,86,91,86,91,5,1.25,0.00015,1,1,,12.0,24.0,15
synthetic_00175,cluster_t4,27,28,27,28,1,0.25,7e-05,1,1,,8.0,29.8017578125,15
synthetic_00176,cluster_g2,19,20,19,20,1,0.25,0.00035,1,1,,8.0,29.8017578125,15
synthetic_00177,cluster_g2,0,1,0,1,1,0.25,0.00035,1,1,G2,11.3,48.0,15
synthetic_00178,cluster_v100m16,16,18,16,18,2,0.5,0.00025,1,1,V100M16|V100M32,11.4,47.0,15
synthetic_00179,cluster_p100,28,29,28,29,1,0.25,0.00025,1,1,P100,11.908,46.0,15
synthetic_00180,cluster_p100,58,59,58,59,1,0.25,0.00025,1,1,,12.0,24.0,15
synthetic_00181,cluster_a10,90,91,90,91,1,0.25,0.00015,1,1,,8.0,29.8017578125,15
synthetic_00182,cluster_v100m32,7,10,7,10,3,0.75,0.00025,1,1,V100M16|V100M32,15.7,57.0,15
synthetic_00183,cluster_p100,56,57,56,57,1,0.25,0.00025,1,1,,15.7,57.0,15
synthetic_00184,cluster_g3,9,10,9,10,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00185,cluster_g3,45,47,45,47,2,0.5,0.00035,1,1,G3,11.3,48.0,15
synthetic_00186,cluster_g2,57,58,57,58,1,0.25,0.00035,1,1,,4.0,14.900390625,15
synthetic_00187,cluster_v100m16,34,35,34,35,1,0.25,0.00025,1,1,,11.4,47.0,15
synthetic_00188,cluster_g2,83,84,83,84,1,0.25,0.00035,1,1,,4.152,10.3515625,15
synthetic_00189,cluster_t4,83,87,83,87,4,1.0,7e-05,1,1,,11.4,47.0,15
synthetic_00190,cluster_p100,58,63,58,63,5,1.25,0.00025,1,1,,4.0,29.8017578125,15
synthetic_00191,cluster_t4,2,5,2,5,3,0.75,7e-05,1,1,T4,11.4,76.0,15
synthetic_00192,cluster_g2,12,13,12,13,1,0.25,0.00035,1,1,,15.2,79.0,15
synthetic_00193,cluster_g3,32,33,32,33,1,0.25,0.00035,1,1,,18.708,63.0,15
synthetic_00194,cluster_t4,68,69,68,69,1,0.25,7e-05,1,1,,3.152,5.46875,15
synthetic_00195,cluster_g3,85,86,85,86,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00196,cluster_g2,40,42,40,42,2,0.5,0.00035,1,1,G2,4.0,30.517578125,15
synthetic_00197,cluster_p100,36,47,36,47,11,2.75,0.00025,1,1,P100,4.0,22.3515625,15
synthetic_00198,cluster_v100m32,10,11,10,11,1,0.25,0.00025,1,1,,18.708,63.0,15
synthetic_00199,cluster_t4,33,34,33,34,1,0.25,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00200,cluster_p100,88,93,88,93,5,1.25,0.00025,1,1,,16.0,32.0,15
synthetic_00201,cluster_g2,77,83,77,83,6,1.5,0.00035,1,1,,12.0,24.0,15
synthetic_00202,cluster_t4,78,85,78,85,7,1.75,7e-05,1,1,T4,4.0,14.900390625,15
synthetic_00203,cluster_g2,90,91,90,91,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00204,cluster_a10,35,36,35,36,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00205,cluster_g2,32,33,32,33,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00206,cluster_t4,55,57,55,57,2,0.5,7e-05,1,1,T4,16.0,32.0,15
synthetic_00207,cluster_v100m32,26,27,26,27,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00208,cluster_v100m16,18,19,18,19,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00209,cluster_g3,42,43,42,43,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00210,cluster_v100m16,48,49,48,49,1,0.25,0.00025,1,1,,11.4,47.0,15
synthetic_00211,cluster_p100,76,78,76,78,2,0.5,0.00025,1,1,,11.908,46.0,15
synthetic_00212,cluster_g2,85,88,85,88,3,0.75,0.00035,1,1,G2,15.7,57.0,15
synthetic_00213,cluster_t4,25,26,25,26,1,0.25,7e-05,1,1,T4,3.152,5.46875,15
synthetic_00214,cluster_v100m16,33,35,33,35,2,0.5,0.00025,1,1,,3.152,5.46875,15
synthetic_00215,cluster_v100m16,23,24,23,24,1,0.25,0.00025,1,1,,11.908,46.0,15
synthetic_00216,cluster_g2,61,62,61,62,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00217,cluster_g2,69,70,69,70,1,0.25,0.00035,1,1,,11.3,48.0,15
synthetic_00218,cluster_v100m16,6,7,6,7,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00219,cluster_t4,54,55,54,55,1,0.25,7e-05,1,1,,3.152,5.46875,15
synthetic_00220,cluster_t4,71,72,71,72,1,0.25,7e-05,1,1,T4,11.3,48.0,15
synthetic_00221,cluster_t4,79,82,79,82,3,0.75,7e-05,1,1,,11.4,47.0,15
synthetic_00222,cluster_p100,78,80,78,80,2,0.5,0.00025,1,1,P100,3.152,5.46875,15
synthetic_00223,cluster_p100,60,61,60,61,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00224,cluster_v100m16,6,7,6,7,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00225,cluster_g2,40,41,40,41,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00226,cluster_v100m16,41,44,41,44,3,0.75,0.00025,1,1,V100M16|V100M32,9.81,40.5859375,15
synthetic_00227,cluster_v100m32,71,72,71,72,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00228,cluster_p100,45,46,45,46,1,0.25,0.00025,1,1,P100,3.152,5.46875,15
synthetic_00229,cluster_t4,88,89,88,89,1,0.25,7e-05,1,1,,3.152,5.46875,15
synthetic_00230,cluster_t4,80,82,80,82,2,0.5,7e-05,1,1,T4,8.0,16.0,15
synthetic_00231,cluster_p100,84,85,84,85,1,0.25,0.00025,1,1,,8.0,29.8017578125,15
synthetic_00232,cluster_p100,3,4,3,4,1,0.25,0.00025,1,1,,18.708,63.0,15
synthetic_00233,cluster_g3,22,23,22,23,1,0.25,0.00035,1,1,,3.152,5.46875,15
synthetic_00234,cluster_p100,74,76,74,76,2,0.5,0.00025,1,1,,4.0,14.900390625,15
synthetic_00235,cluster_v100m32,60,62,60,62,2,0.5,0.00025,1,1,P100|T4|V100M16|V100M32,11.4,47.0,15
synthetic_00236,cluster_p100,62,64,62,64,2,0.5,0.00025,1,1,,16.0,32.0,15
synthetic_00237,cluster_t4,11,16,11,16,5,1.25,7e-05,1,1,,11.3,48.0,15
synthetic_00238,cluster_t4,91,93,91,93,2,0.5,7e-05,1,1,,6.0,12.0,15
synthetic_00239,cluster_g3,74,77,74,77,3,0.75,0.00035,1,1,G3,11.4,47.0,15
synthetic_00240,cluster_v100m32,22,23,22,23,1,0.25,0.00025,1,1,P100|V100M16|V100M32,4.0,24.0,15
synthetic_00241,cluster_t4,84,86,84,86,2,0.5,7e-05,1,1,,11.908,46.0,15
synthetic_00242,cluster_a10,56,57,56,57,1,0.25,0.00015,1,1,,9.81,40.5859375,15
synthetic_00243,cluster_g2,14,15,14,15,1,0.25,0.00035,1,1,,8.0,29.8017578125,15
synthetic_00244,cluster_v100m32,57,59,57,59,2,0.5,0.00025,1,1,V100M16|V100M32,15.7,57.0,15
synthetic_00245,cluster_a10,61,62,61,62,1,0.25,0.00015,1,1,,1.0,2.0,15
synthetic_00246,cluster_g3,24,25,24,25,1,0.25,0.00035,1,1,G3,9.81,40.5859375,15
synthetic_00247,cluster_g3,47,48,47,48,1,0.25,0.00035,1,1,G3,3.152,5.46875,15
synthetic_00248,cluster_p100,61,67,61,67,6,1.5,0.00025,1,1,,15.7,57.0,15
synthetic_00249,cluster_t4,37,38,37,38,1,0.25,7e-05,1,1,T4,9.81,40.5859375,15
synthetic_00250,cluster_v100m16,90,91,90,91,1,0.25,0.00025,1,1,V100M16|V100M32,11.3,48.0,15
synthetic_00251,cluster_a10,51,52,51,52,1,0.25,0.00015,1,1,,11.4,47.0,15
synthetic_00252,cluster_a10,44,45,44,45,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00253,cluster_t4,75,76,75,76,1,0.25,7e-05,1,1,T4,9.81,40.5859375,15
synthetic_00254,cluster_p100,62,63,62,63,1,0.25,0.00025,1,1,,9.81,40.5859375,15
synthetic_00255,cluster_t4,91,92,91,92,1,0.25,7e-05,1,1,,11.3,48.0,15
synthetic_00256,cluster_t4,49,50,49,50,1,0.25,7e-05,1,1,,4.152,10.3515625,15
synthetic_00257,cluster_v100m32,73,74,73,74,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00258,cluster_a10,88,89,88,89,1,0.25,0.00015,1,1,,3.152,5.46875,15
synthetic_00259,cluster_v100m32,29,30,29,30,1,0.25,0.00025,1,1,,3.152,5.46875,15
synthetic_00260,cluster_v100m32,14,15,14,15,1,0.25,0.00025,1,1,,11.908,46.0,15
synthetic_00261,cluster_t4,88,94,88,94,6,1.5,7e-05,1,1,T4,4.0,22.3515625,15
synthetic_00262,cluster_g2,75,79,75,79,4,1.0,0.00035,1,1,,11.4,47.0,15
synthetic_00263,cluster_p100,28,36,28,36,8,2.0,0.00025,1,1,,16.0,32.0,15
synthetic_00264,cluster_t4,69,71,69,71,2,0.5,7e-05,1,1,,8.0,29.8017578125,15
synthetic_00265,cluster_t4,41,42,41,42,1,0.25,7e-05,1,1,T4,4.152,10.3515625,15
synthetic_00266,cluster_v100m32,72,74,72,74,2,0.5,0.00025,1,1,,3.152,5.46875,15
synthetic_00267,cluster_v100m32,47,53,47,53,6,1.5,0.00025,1,1,,8.0,16.0,15
synthetic_00268,cluster_t4,50,55,50,55,5,1.25,7e-05,1,1,,4.0,14.900390625,15
synthetic_00269,cluster_g2,88,89,88,89,1,0.25,0.00035,1,1,,3.152,5.46875,15
