scenario_id,seed,target_gpu_utilization,cheap_block_pressure,cheap_window_share,restricted_gpu_share,multi_gpu_share,window_min,window_max,cheap_block_start,cheap_block_length,max_jobs,price_contrast,contracted_power_ratio,cpu_per_gpu,memory_gb_per_gpu,cpu_jitter,memory_jitter,power_jitter,num_jobs,job_gpu_slots,global_gpu_slot_utilization,cheap_block_pressure_actual,global_utilization_target_met,cheap_pressure_target_met,restricted_gpu_share_actual,multi_gpu_share_actual,mean_duration_slots,median_window_width_slots,mean_window_width_slots,assignment_density_proxy,status,gurobi_status,classification,build_s,runtime_s,first_solution_s,mip_gap,objective,best_bound,num_vars,num_constraints,assignment_vars,cheap_block_gpu_utilization,renewable_cost,grid_cost,energy_cost,peak_load,peak_grid_import,contracted_power,peak_over_contracted,peak_cost,total_cost,pue,pue_min,pue_max,baseline_energy_mwh,flexible_energy_mwh,it_energy_mwh,total_energy_mwh,renewable_available_mwh,renewable_energy_mwh,renewable_curtailment_mwh,grid_energy_mwh,battery_charge_mwh,battery_discharge_mwh,max_power_utilization,mean_power_utilization,max_gpu_utilization,mean_gpu_utilization,max_cpu_utilization,mean_cpu_utilization,max_memory_utilization,mean_memory_utilization,focused_id,time_limit_seconds,target_mip_gap
3,53002,0.8,1.4,0.75,0.5,0.5,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,46,154.0,0.8020833333333334,2.4166666666666665,True,True,0.5,0.34782608695652173,2.239130434782609,8.0,7.956521739130435,515.0,solved_or_feasible,optimal,easy_or_medium,0.022246837615966797,1.6966969966888428,0.10675382614135742,0.0009096765928751931,0.7333776503020809,0.7327105138198633,842,351,808,0.9333333333333333,0.092862,0.6405156503020809,0.7333776503020809,0.0029889467051958858,0.002215602140617966,0.0022511999999999996,0.0,0.0,0.7333776503020809,1.2,1.2,1.2,0.0,0.00791300309392965,0.00791300309392965,0.009495603712715581,0.0026532,0.0026532,3.2526065174565133e-19,0.00684240371271558,0.0,0.0,0.9998062356294269,0.7325789910253405,1.0,0.78125,0.9896166884206576,0.7392150968983499,0.9935672701313615,0.7571528003730152,3,180,0.001
3,53003,0.8,1.4,0.75,0.5,0.5,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,50,155.0,0.8072916666666666,2.5166666666666666,True,True,0.56,0.32,2.24,8.0,7.98,563.0,solved_or_feasible,optimal,easy_or_medium,0.02242588996887207,0.5164968967437744,0.2539949417114258,0.0007651363670299232,0.7307543641609975,0.7301952374216121,888,355,854,1.0,0.092862,0.6378923641609974,0.7307543641609974,0.0031787446115429077,0.0021726080340966156,0.0022511999999999996,0.0,0.0,0.7307543641609974,1.2,1.2,1.2,0.0,0.008078485500457908,0.008078485500457908,0.009694182600549491,0.0026532,0.0026531999999999997,4.607859233063394e-19,0.00704098260054949,0.0,0.0,0.9983833308411603,0.7348201547620001,1.0,0.78515625,0.9950386479793519,0.7590100268207501,0.9977451613271692,0.7692164770599339,3,180,0.001
4,54001,0.8,1.7,0.75,0.25,0.3,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,56,154.0,0.8020833333333334,2.566666666666667,True,True,0.19642857142857142,0.2857142857142857,2.0535714285714284,8.0,8.339285714285714,644.0,solved_or_feasible,optimal,optimization_hard_runtime,0.024415969848632812,14.919548034667969,1.9184021949768066,0.0006311548247728904,0.592085388143862,0.5917116905944575,1477,361,1443,0.9333333333333333,0.092862,0.4992233881438622,0.5920853881438621,0.0031028710741058375,0.002215921343515329,0.0022511999999999996,0.0,0.0,0.5920853881438621,1.2,1.2,1.2,0.0,0.006864574495191256,0.006864574495191256,0.008237489394229507,0.0026532,0.0026531999999999997,6.2341624917916505e-19,0.005584289394229506,0.0,0.0,0.9979191678975742,0.6765100393048943,1.0,0.80078125,0.9991432892536413,0.7979995495146073,0.9978186627879095,0.8074160505426997,4,180,0.001
4,54002,0.8,1.7,0.75,0.25,0.3,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,62,154.0,0.8020833333333334,2.55,True,True,0.24193548387096775,0.1774193548387097,2.032258064516129,8.5,8.193548387096774,603.0,solved_or_feasible,optimal,proof_harder_than_feasibility,0.03176283836364746,4.007073879241943,0.5345299243927002,0.000958346814657663,0.6578861092258965,0.6572556261687124,1625,367,1591,1.0,0.09286200000000001,0.5650241092258964,0.6578861092258964,0.0031886580678265383,0.0020600862246637646,0.0022511999999999996,0.0,0.0,0.6578861092258964,1.2,1.2,1.2,0.0,0.0074530817019339436,0.0074530817019339436,0.008943698042320732,0.0026532,0.0026532,8.809142651444724e-20,0.006290498042320731,0.0,0.0,1.0019365300753778,0.712418867765973,1.0,0.78125,0.9893607090398258,0.7535416475404102,0.9980526171736473,0.7765840476474475,4,180,0.001
4,54003,0.8,1.7,0.75,0.25,0.3,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,65,155.0,0.8072916666666666,2.5166666666666666,True,True,0.16923076923076924,0.15384615384615385,1.9538461538461538,8.0,7.953846153846154,615.0,solved_or_feasible,optimal,optimization_hard_runtime,0.024652957916259766,23.181934118270874,0.1673750877380371,0.0009895069557120792,0.7423029927874831,0.741568478812874,1767,370,1733,0.95,0.09286199999999999,0.6494409927874832,0.7423029927874832,0.0032056643360551754,0.002251200000000004,0.0022511999999999996,4.336808689942018e-18,3.469446951953614e-15,0.7423029927874867,1.2,1.2,1.2,0.0,0.007943230183572224,0.007943230183572224,0.009531876220286669,0.0026532,0.0026531999999999997,6.979551485375435e-19,0.0068783019831785055,0.0,0.0,1.000935339205743,0.777857422686021,1.0,0.81640625,0.993934365479358,0.7974265164766385,0.9975942062226623,0.7684456103747965,4,180,0.001
5,55001,0.8,1.7,0.75,0.25,0.5,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,63,154.0,0.8020833333333334,2.5,True,True,0.20634920634920634,0.2857142857142857,1.7619047619047619,8.0,8.142857142857142,725.0,solved_or_feasible,optimal,optimization_hard_runtime,0.029618263244628906,13.76625108718872,0.17492079734802246,0.0007659898212917102,0.6391744550520817,0.6386848539254821,1570,368,1536,1.0,0.092862,0.5463124550520816,0.6391744550520816,0.003193303432901521,0.0020593209593419153,0.0022511999999999996,0.0,0.0,0.6391744550520816,1.2,1.2,1.2,0.0,0.007353297300840408,0.007353297300840408,0.008823956761008488,0.0026532,0.0026532,2.303929616531697e-19,0.006170756761008488,0.0,0.0,0.9999011275796993,0.6997133334518053,1.0,0.8046875,0.9917438480244256,0.7843153682075216,0.9989813493719103,0.797249685401354,5,180,0.001
5,55002,0.8,1.7,0.75,0.25,0.5,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,58,154.0,0.8020833333333334,2.55,True,True,0.1724137931034483,0.20689655172413793,1.896551724137931,8.5,8.206896551724139,619.0,solved_or_feasible,optimal,easy_or_medium,0.023209095001220703,2.198554039001465,0.21039986610412598,0.0009221587761967825,0.6711006475268234,0.6704817861749952,1592,363,1558,1.0,0.092862,0.5782386475268233,0.6711006475268233,0.0031931519439901057,0.002228861881762442,0.0022511999999999996,0.0,0.0,0.6711006475268233,1.2,1.2,1.2,0.0,0.007586661200264086,0.007586661200264086,0.009103993440316904,0.0026532,0.0026532,4.0657581468206416e-19,0.006450793440316903,0.0,0.0,0.9999463642700683,0.7329766049968214,1.0,0.77734375,0.9983992483829935,0.7560002931318236,0.9977778654128593,0.7371792742837407,5,180,0.001
5,55003,0.8,1.7,0.75,0.25,0.5,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,65,155.0,0.8072916666666666,2.5166666666666666,True,True,0.1076923076923077,0.16923076923076924,2.0,9.0,8.507692307692308,655.0,solved_or_feasible,optimal,optimization_hard_runtime,0.03401494026184082,73.90855598449707,0.7942299842834473,0.0009331003418209397,0.7043166646472723,0.7036594665267397,1927,370,1893,0.85,0.09286199999999999,0.6114546646472723,0.7043166646472723,0.0031702164098045124,0.002237091545713543,0.0022511999999999996,0.0,0.0,0.7043166646472723,1.2,1.2,1.2,0.0,0.00784774085389878,0.00784774085389878,0.009417289024678534,0.0026532,0.0026531999999999997,6.776263578034403e-19,0.006763867095589342,0.0,0.0,0.998314850246993,0.7458493307393986,1.0,0.828125,0.9999298900763263,0.7999702337111525,0.995936319719811,0.8080437882961693,5,180,0.001
6,56001,0.8,1.7,0.75,0.5,0.3,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,61,155.0,0.8072916666666666,2.566666666666667,True,True,0.3442622950819672,0.21311475409836064,1.8688524590163935,9.0,8.426229508196721,656.0,solved_or_feasible,optimal,easy_or_medium,0.023257017135620117,1.5000770092010498,0.26177191734313965,0.0009869893751941403,0.7367568989743408,0.7360297277429522,1500,366,1466,0.95,0.092862,0.6438948989743407,0.7367568989743407,0.0031291114054423324,0.0022257554705615236,0.0022511999999999996,0.0,0.0,0.7367568989743407,1.2,1.2,1.2,0.0,0.007970611682500036,0.007970611682500036,0.009564734019000043,0.0026532,0.0026531999999999997,5.421010862427522e-19,0.006911534019000043,0.0,0.0,0.9992707978253452,0.771386072836099,1.0,0.8203125,0.9993438181471814,0.7909990917935787,0.9982525898396654,0.8158278509617971,6,180,0.001
6,56002,0.8,1.7,0.75,0.5,0.3,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,64,154.0,0.8020833333333334,2.5,True,True,0.3125,0.1875,2.015625,8.0,8.140625,623.0,solved_or_feasible,optimal,optimization_hard_runtime,0.028434038162231445,14.380300045013428,0.29372119903564453,0.000970657022264813,0.6864667511536444,0.6858004273810858,1479,369,1445,1.0,0.09286199999999999,0.5936047511536445,0.6864667511536445,0.0032059372395024078,0.0020637574584519624,0.0022511999999999996,0.0,0.0,0.6864667511536445,1.2,1.2,1.2,0.0,0.007676409842408879,0.007676409842408879,0.009211691810890654,0.0026532,0.0026531999999999997,6.505213034913027e-19,0.006558491810890646,0.0,0.0,1.0013855412474302,0.7472936209641154,1.0,0.7890625,0.9999677861511267,0.7939026022092952,0.9941209762849529,0.7619791661397017,6,180,0.001
6,56003,0.8,1.7,0.75,0.5,0.3,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,69,154.0,0.8020833333333334,2.466666666666667,True,True,0.37681159420289856,0.11594202898550725,2.0,8.0,8.014492753623188,632.0,solved_or_feasible,time_limit,optimization_hard_gap,0.03205084800720215,180.01773595809937,1.9417850971221924,0.0027852905916406264,0.7755145234301755,0.7733544901243847,1590,374,1556,1.0,0.092862,0.6826525234301755,0.7755145234301755,0.0031637912097087677,0.0022452385167821476,0.0022511999999999996,0.0,0.0,0.7755145234301755,1.2,1.2,1.2,0.0,0.0084289123541787,0.0084289123541787,0.01011469482501444,0.0026532,0.0026532,4.607859233063394e-19,0.0074614214330270615,0.0,0.0,0.9996417115835713,0.7910851904369601,1.0,0.80078125,0.9991436736877161,0.7766881734927001,0.9985319021606055,0.7802813017913615,6,180,0.001
7,57001,0.8,1.7,0.75,0.5,0.5,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,48,154.0,0.8020833333333334,2.566666666666667,True,True,0.3333333333333333,0.3125,2.2916666666666665,8.0,8.083333333333334,566.0,solved_or_feasible,optimal,easy_or_medium,0.024701833724975586,2.999276876449585,0.1405010223388672,0.0,0.7044173295229598,0.7044173295229597,1027,353,993,0.9333333333333333,0.09286200000000003,0.6115553295229597,0.7044173295229597,0.003081631693508517,0.0022171887546025997,0.0022511999999999996,0.0,0.0,0.7044173295229597,1.2,1.2,1.2,0.0,0.007719047962295498,0.007719047962295498,0.009262857554754598,0.0026532,0.0026532,1.0842021724855044e-19,0.006609657554754598,0.0,0.0,0.9992311082364586,0.7009337323352309,1.0,0.78515625,0.9998001028035635,0.7681438448466091,0.9990319336656656,0.7915483396881063,7,180,0.001
7,57002,0.8,1.7,0.75,0.5,0.5,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,62,154.0,0.8020833333333334,2.55,True,True,0.5,0.24193548387096775,1.8870967741935485,9.0,8.209677419354838,654.0,solved_or_feasible,optimal,optimization_hard_runtime,0.02558422088623047,105.57405495643616,10.299020051956177,0.0,0.8395201388849532,0.8395201388849532,1186,367,1152,0.9166666666666666,0.092862,0.6936736729089624,0.7865356729089624,0.003079553014599795,0.002317430582469988,0.0022511999999999996,6.62305824699885e-05,0.0529844659759908,0.8395201388849532,1.2,1.2,1.2,0.0,0.008281625543784532,0.008281625543784532,0.009937950652541439,0.0026532,0.0026532,4.87890977618477e-19,0.007284525847533138,0.0,0.0,0.9985457869082808,0.7810059380142145,1.0,0.8203125,0.9969735603016263,0.8151767068290757,0.9998914311656092,0.7927337004435727,7,180,0.001
7,57003,0.8,1.7,0.75,0.5,0.5,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,52,154.0,0.8020833333333334,2.55,True,True,0.36538461538461536,0.40384615384615385,2.0384615384615383,8.0,7.865384615384615,614.0,solved_or_feasible,optimal,proof_harder_than_feasibility,0.024652957916259766,3.3002331256866455,0.1562800407409668,0.0008493166254686927,0.6931603656815932,0.6925716530589039,1065,357,1031,0.9333333333333333,0.092862,0.6002983656815933,0.6931603656815933,0.003072891880839898,0.0022242548047613103,0.0022511999999999996,0.0,0.0,0.6931603656815933,1.2,1.2,1.2,0.0,0.00766725780783784,0.00766725780783784,0.009200709369405409,0.0026532,0.0026532,4.54009659728305e-19,0.006547509369405407,0.0,0.0,1.0001103102911952,0.688120534853808,1.0,0.77734375,0.9964467387773541,0.747845898066716,0.9987467314886072,0.7571884110568464,7,180,0.001
8,58001,0.8,2.0,0.75,0.25,0.3,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,70,154.0,0.8020833333333334,2.5166666666666666,True,True,0.12857142857142856,0.17142857142857143,1.8857142857142857,8.0,8.257142857142858,718.0,solved_or_feasible,time_limit,optimization_hard_gap,0.0282590389251709,180.01633977890015,10.132755994796753,0.00837520813509711,0.7319379665376389,0.7258078337259064,1976,375,1942,0.9833333333333333,0.092862,0.6390759665376388,0.7319379665376388,0.0031467170862233256,0.0021999705979467822,0.0022511999999999996,0.0,0.0,0.7319379665376388,1.2,1.2,1.2,0.0,0.008016933841472902,0.008016933841472902,0.009620320609767483,0.0026532,0.0026532,2.846030702774449e-19,0.006967030712012491,0.0,0.0,1.0005993183666047,0.751542925241056,1.0,0.79296875,0.9992478107493166,0.7874609624465222,0.9928326864421662,0.7842673444246074,8,180,0.001
8,58002,0.8,2.0,0.75,0.25,0.3,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,66,154.0,0.8020833333333334,2.5166666666666666,True,True,0.16666666666666666,0.16666666666666666,1.878787878787879,8.5,8.636363636363637,685.0,solved_or_feasible,optimal,optimization_hard_runtime,0.0323789119720459,44.2909049987793,0.8409481048583984,0.0008148021896376537,0.69819211624799,0.6976232277828834,1934,371,1900,0.85,0.092862,0.6053301162479902,0.6981921162479902,0.0030598297908060214,0.0022499027437726834,0.0022511999999999996,0.0,0.0,0.6981921162479902,1.2,1.2,1.2,0.0,0.007503300000089113,0.007503300000089113,0.009003960000106934,0.0026532,0.0026532,3.2526065174565133e-19,0.00635072070048915,0.0,0.0,1.002536804147086,0.723654718621922,1.0,0.81640625,0.9954315346543072,0.8247395693523897,0.9977476246113408,0.7943905295295871,8,180,0.001
8,58003,0.8,2.0,0.75,0.25,0.3,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,60,155.0,0.8072916666666666,2.5833333333333335,True,True,0.1,0.13333333333333333,2.2,9.0,8.35,578.0,solved_or_feasible,optimal,proof_harder_than_feasibility,0.03648114204406738,6.214393138885498,0.32376909255981445,0.0008144257045081104,0.6180958377354392,0.617592444597338,1773,365,1739,0.9666666666666667,0.09286199999999935,0.5252338377354397,0.6180958377354391,0.0030566982916505198,0.001903464351669599,0.0022511999999999996,0.0,0.0,0.6180958377354391,1.2,1.2,1.2,0.0,0.007040440848866409,0.007040440848866409,0.00844852901863969,0.0026532,0.0026531999999999814,1.870248747537495e-17,0.005795319116300257,0.0,0.0,1.0001178849931127,0.6924953332517523,1.0,0.78515625,0.9986657529835918,0.7744374001073047,0.9995692094089582,0.7828719697993257,8,180,0.001
9,59001,0.8,2.0,0.75,0.25,0.5,4,10,5,5,90,1.5,0.7,8.0,48.0,0.2,0.2,0.1,67,154.0,0.8020833333333334,2.533333333333333,True,True,0.14925373134328357,0.23880597014925373,1.8059701492537314,8.0,8.328358208955224,717.0,solved_or_feasible,optimal,proof_harder_than_feasibility,0.056948184967041016,8.574387073516846,0.9363369941711426,0.0009795260653249508,0.6826856614770186,0.6820169530771782,1815,372,1781,0.85,0.092862,0.5898236614770184,0.6826856614770184,0.0031598856883668872,0.0022023368245351065,0.0022511999999999996,0.0,0.0,0.6826856614770184,1.2,1.2,1.2,0.0,0.0076127914034852286,0.0076127914034852286,0.009135349684182274,0.0026532,0.0026532,2.710505431213761e-19,0.006482010883999056,0.0,0.0,0.9961879891953956,0.7268091482571784,1.0,0.81640625,0.9981581082356463,0.8025932129432121,0.9983909008432589,0.7942276178538982,9,180,0.001
